tips,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
dacelo_novaeguineae,CORACIIFORMES_Alcedinidae_Dacelo_novaeguineae,CORACIIFORMES,Alcedinidae,Dacelo,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dacelo_tyro_ANWCB56401,CORACIIFORMES_Alcedinidae_Dacelo_tyro,CORACIIFORMES,Alcedinidae,Dacelo,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dactylortyx_thoracicus_FMNH433981,GALLIFORMES_Odontophoridae_Dactylortyx_thoracicus,GALLIFORMES,Odontophoridae,Dactylortyx,Galloanserae,x,x,x,x,x,x,x
daphoenositta_chrysoptera_23086,PASSERIFORMES_Neosittidae_Daphoenositta_chrysoptera,PASSERIFORMES,Neosittidae,Daphoenositta,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dasyornis_brachypterus_ANWCB34387,PASSERIFORMES_Dasyornithidae_Dasyornis_brachypterus,PASSERIFORMES,Dasyornithidae,Dasyornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dasyornis_broadbenti_22840,PASSERIFORMES_Dasyornithidae_Dasyornis_broadbenti,PASSERIFORMES,Dasyornithidae,Dasyornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Deconychura_longicauda_B93481,PASSERIFORMES_Furnariidae_Deconychura_longicauda,PASSERIFORMES,Furnariidae,Deconychura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Deltarhynchus_flammulatus_W101150,PASSERIFORMES_Tyrannidae_Ramphotrigon_flammulatum,PASSERIFORMES,Tyrannidae,Ramphotrigon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendragapus_fuliginosus_LSUMZB61919,GALLIFORMES_Phasianidae_Dendragapus_fuliginosus,GALLIFORMES,Phasianidae,Dendragapus,Galloanserae,x,x,x,x,x,x,x
Dendrexetastes_rufigula_F389815,PASSERIFORMES_Furnariidae_Dendrexetastes_rufigula,PASSERIFORMES,Furnariidae,Dendrexetastes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_anabatina_L17144,PASSERIFORMES_Furnariidae_Dendrocincla_anabatina,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_fuliginosa_L55317,PASSERIFORMES_Furnariidae_Dendrocincla_fuliginosa,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_homochroa_L19281,PASSERIFORMES_Furnariidae_Dendrocincla_homochroa,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_merula_LSU20456,PASSERIFORMES_Furnariidae_Dendrocincla_merula,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_turdina_L25911,PASSERIFORMES_Furnariidae_Dendrocincla_turdina,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocincla_tyrannina_L12108,PASSERIFORMES_Furnariidae_Dendrocincla_tyrannina,PASSERIFORMES,Furnariidae,Dendrocincla,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocolaptes_certhia_L48421,PASSERIFORMES_Furnariidae_Dendrocolaptes_certhia,PASSERIFORMES,Furnariidae,Dendrocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocolaptes_hoffmannsi_L25420,PASSERIFORMES_Furnariidae_Dendrocolaptes_hoffmannsi,PASSERIFORMES,Furnariidae,Dendrocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocolaptes_picumnus_L27943,PASSERIFORMES_Furnariidae_Dendrocolaptes_picumnus,PASSERIFORMES,Furnariidae,Dendrocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocolaptes_platyrostris_L25952,PASSERIFORMES_Furnariidae_Dendrocolaptes_platyrostris,PASSERIFORMES,Furnariidae,Dendrocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dendrocolaptes_sanctithomae_b8768,PASSERIFORMES_Furnariidae_Dendrocolaptes_sanctithomae,PASSERIFORMES,Furnariidae,Dendrocolaptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendrocopos_hyperythrus_KU9939,PICIFORMES_Picidae_Dendrocopos_hyperythrus,PICIFORMES,Picidae,Dendrocopos,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendrocopos_kizuki_AMNH19080,PICIFORMES_Picidae_Yungipicus_kizuki,PICIFORMES,Picidae,Yungipicus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendrocopos_major_KU4496,PICIFORMES_Picidae_Dendrocopos_major,PICIFORMES,Picidae,Dendrocopos,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendrocopos_medius_DOT14706,PICIFORMES_Picidae_Dendrocoptes_medius,PICIFORMES,Picidae,Dendrocoptes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendrocopos_minor_UWBM82308,PICIFORMES_Picidae_Dryobates_minor,PICIFORMES,Picidae,Dryobates,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendrocopos_moluccensis_DOT9620,PICIFORMES_Picidae_Yungipicus_moluccensis,PICIFORMES,Picidae,Yungipicus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendropicos_elliotii_DOT12538,PICIFORMES_Picidae_Dendropicos_elliotii,PICIFORMES,Picidae,Dendropicos,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendropicos_fuscescens_DOT8267,PICIFORMES_Picidae_Dendropicos_fuscescens,PICIFORMES,Picidae,Dendropicos,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendropicos_goertae_LSUMZB39322,PICIFORMES_Picidae_Dendropicos_goertae,PICIFORMES,Picidae,Dendropicos,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dendroplex_kienerii_LSUMZ25413,PASSERIFORMES_Furnariidae_Dendroplex_kienerii,PASSERIFORMES,Furnariidae,Dendroplex,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dendroplex_picus_L25402,PASSERIFORMES_Furnariidae_Dendroplex_picus,PASSERIFORMES,Furnariidae,Dendroplex,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Deroptyus_accipitrinus_LSUMZB31371,PSITTACIFORMES_Psittacidae_Deroptyus_accipitrinus,PSITTACIFORMES,Psittacidae,Deroptyus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
devioeca_papuana_18304,PASSERIFORMES_Petroicidae_Devioeca_papuana,PASSERIFORMES,Petroicidae,Devioeca,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dicaeum_hypoleucum_20176,PASSERIFORMES_Dicaeidae_Dicaeum_hypoleucum,PASSERIFORMES,Dicaeidae,Dicaeum,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dichrozona_cincta_L10517,PASSERIFORMES_Thamnophilidae_Dichrozona_cincta,PASSERIFORMES,Thamnophilidae,Dichrozona,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dicrurus_aeneus_23352,PASSERIFORMES_Dicruridae_Dicrurus_aeneus,PASSERIFORMES,Dicruridae,Dicrurus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dinopium_benghalense_DOT11104,PICIFORMES_Picidae_Dinopium_benghalense,PICIFORMES,Picidae,Dinopium,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dinopium_shoriiSI3291,PICIFORMES_Picidae_Dinopium_shorii,PICIFORMES,Picidae,Dinopium,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
diomedea_nigripes,PROCELLARIIFORMES_Diomedeidae_Phoebastria_nigripes,PROCELLARIIFORMES,Diomedeidae,Phoebastria,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Procellariimorphae,x,x,x
Diopsittaca_nobilis_FMNH391244,PSITTACIFORMES_Psittacidae_Diopsittaca_nobilis,PSITTACIFORMES,Psittacidae,Diopsittaca,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Diphyllodes_magnificus_GCA_003713285,PASSERIFORMES_Paradisaeidae_Diphyllodes_magnificus,PASSERIFORMES,Paradisaeidae,Diphyllodes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dixiphia_pipra_L55337,PASSERIFORMES_Pipridae_Pseudopipra_pipra,PASSERIFORMES,Pipridae,Pseudopipra,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Doliornis_remseni_P18878,PASSERIFORMES_Cotingidae_Doliornis_remseni,PASSERIFORMES,Cotingidae,Doliornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Doliornis_sclateri_L8390,PASSERIFORMES_Cotingidae_Doliornis_sclateri,PASSERIFORMES,Cotingidae,Doliornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
donacobius_atricapilla_1037,PASSERIFORMES_Donacobiidae_Donacobius_atricapilla,PASSERIFORMES,Donacobiidae,Donacobius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dromaius_novaehollandiae,CASUARIIFORMES_Casuariidae_Dromaius_novaehollandiae,CASUARIIFORMES,Casuariidae,Dromaius,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
dromas_ardeola,CHARADRIIFORMES_Dromadidae_Dromas_ardeola,CHARADRIIFORMES,Dromadidae,Dromas,Neoaves,x,x,x,x,x,x,x
Drymophila_caudata_IAvH7494,PASSERIFORMES_Thamnophilidae_Drymophila_caudata,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_devillei_LSU9683,PASSERIFORMES_Thamnophilidae_Drymophila_devillei,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_ferruginea_L37217,PASSERIFORMES_Thamnophilidae_Drymophila_ferruginea,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_genei_FMNH432972,PASSERIFORMES_Thamnophilidae_Drymophila_genei,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_hellmayri_IAvH994,PASSERIFORMES_Thamnophilidae_Drymophila_hellmayri,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_klagesi_IAvHAMC1045,PASSERIFORMES_Thamnophilidae_Drymophila_klagesi,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_malura_LSU25950,PASSERIFORMES_Thamnophilidae_Drymophila_malura,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_ochropyga_LSU37221,PASSERIFORMES_Thamnophilidae_Drymophila_ochropyga,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_rubricollis_FMNH432966,PASSERIFORMES_Thamnophilidae_Drymophila_rubricollis,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_squamata_L37222,PASSERIFORMES_Thamnophilidae_Drymophila_squamata,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymophila_striaticeps_H2145,PASSERIFORMES_Thamnophilidae_Drymophila_striaticeps,PASSERIFORMES,Thamnophilidae,Drymophila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymornis_bridgesii_L52010,PASSERIFORMES_Furnariidae_Drymornis_bridgesii,PASSERIFORMES,Furnariidae,Drymornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Drymotoxeres_pucheranii_L34815,PASSERIFORMES_Furnariidae_Drymotoxeres_pucheranii,PASSERIFORMES,Furnariidae,Drymotoxeres,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dryobates_pubescens_APP038,PICIFORMES_Picidae_Dryobates_pubescens,PICIFORMES,Picidae,Dryobates,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dryocopus_lineatus_KU799,PICIFORMES_Picidae_Dryocopus_lineatus,PICIFORMES,Picidae,Dryocopus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Dryocopus_martius_KU4539,PICIFORMES_Picidae_Dryocopus_martius,PICIFORMES,Picidae,Dryocopus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
dryocopus_pileatus,PICIFORMES_Picidae_Dryocopus_pileatus,PICIFORMES,Picidae,Dryocopus,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
dulus_dominicus_6414,PASSERIFORMES_Dulidae_Dulus_dominicus,PASSERIFORMES,Dulidae,Dulus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
dyaphorophyia_castanea_29120,PASSERIFORMES_Platysteiridae_Platysteira_castanea,PASSERIFORMES,Platysteiridae,Platysteira,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_leucostictus_COP07N0158,PASSERIFORMES_Thamnophilidae_Dysithamnus_leucostictus,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_mentalis_ANSP19107,PASSERIFORMES_Thamnophilidae_Dysithamnus_mentalis,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_occidentalis_H4028,PASSERIFORMES_Thamnophilidae_Dysithamnus_occidentalis,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_plumbeus_MZUSPBA192,PASSERIFORMES_Thamnophilidae_Dysithamnus_plumbeus,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_puncticeps_LSU11957,PASSERIFORMES_Thamnophilidae_Dysithamnus_puncticeps,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_stictothorax_CPRB145,PASSERIFORMES_Thamnophilidae_Dysithamnus_stictothorax,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_striaticeps_L72090,PASSERIFORMES_Thamnophilidae_Dysithamnus_striaticeps,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Dysithamnus_xanthopterus_MZUSP78346,PASSERIFORMES_Thamnophilidae_Dysithamnus_xanthopterus,PASSERIFORMES,Thamnophilidae,Dysithamnus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Eclectus_roratus_ANWCB55952,PSITTACIFORMES_Psittaculidae_Eclectus_roratus,PSITTACIFORMES,Psittaculidae,Eclectus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
edolisoma_tenuirostre_23644,PASSERIFORMES_Campephagidae_Edolisoma_tenuirostre,PASSERIFORMES,Campephagidae,Edolisoma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Egretta_garzetta_APP018,PELECANIFORMES_Ardeidae_Egretta_garzetta,PELECANIFORMES,Ardeidae,Egretta,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Pelecanimorphae,Pelecanes,x,x
elachura_formosa,PASSERIFORMES_Elachuridae_Elachura_formosa,PASSERIFORMES,Elachuridae,Elachura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_albiceps_A12145,PASSERIFORMES_Tyrannidae_Elaenia_albiceps,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_chiriquensis_L26884,PASSERIFORMES_Tyrannidae_Elaenia_chiriquensis,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_cristata_L14716,PASSERIFORMES_Tyrannidae_Elaenia_cristata,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_dayi_A4751,PASSERIFORMES_Tyrannidae_Elaenia_dayi,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_fallax_F331074,PASSERIFORMES_Tyrannidae_Elaenia_fallax,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_flavogaster_ICN34252,PASSERIFORMES_Tyrannidae_Elaenia_flavogaster,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_frantzii_L28247,PASSERIFORMES_Tyrannidae_Elaenia_frantzii,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_gigas_L43022,PASSERIFORMES_Tyrannidae_Elaenia_gigas,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_martinica_W65272,PASSERIFORMES_Tyrannidae_Elaenia_martinica,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_mesoleuca_MPEGCMN13,PASSERIFORMES_Tyrannidae_Elaenia_mesoleuca,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_obscura_L38275,PASSERIFORMES_Tyrannidae_Elaenia_obscura,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_obscura_L6792,PASSERIFORMES_Tyrannidae_Elaenia_obscura_L6792,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_pallatangae_K14809,PASSERIFORMES_Tyrannidae_Elaenia_pallatangae,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_parvirostris_L48581,PASSERIFORMES_Tyrannidae_Elaenia_parvirostris,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_pelzelni_L7249,PASSERIFORMES_Tyrannidae_Elaenia_pelzelni,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_ridleyana_MZUSP80416,PASSERIFORMES_Tyrannidae_Elaenia_ridleyana,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_ruficeps_SB11371,PASSERIFORMES_Tyrannidae_Elaenia_ruficeps,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_spectabilis_L42601,PASSERIFORMES_Tyrannidae_Elaenia_spectabilis,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Elaenia_strepera_K9711,PASSERIFORMES_Tyrannidae_Elaenia_strepera,PASSERIFORMES,Tyrannidae,Elaenia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
elanoides_forficatus,ACCIPITRIFORMES_Accipitridae_Elanoides_forficatus,ACCIPITRIFORMES,Accipitridae,Elanoides,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Electron_carinatum_lsumzb60710,CORACIIFORMES_Momotidae_Electron_carinatum,CORACIIFORMES,Momotidae,Electron,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Electron_platyrhynchum_MSB27817,CORACIIFORMES_Momotidae_Electron_platyrhynchum,CORACIIFORMES,Momotidae,Electron,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Eleoscytalopus_indigoticus_SP91216,PASSERIFORMES_Rhinocryptidae_Eleoscytalopus_indigoticus,PASSERIFORMES,Rhinocryptidae,Eleoscytalopus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Eleoscytalopus_psychopompus_MZUSP33429,PASSERIFORMES_Rhinocryptidae_Eleoscytalopus_psychopompus,PASSERIFORMES,Rhinocryptidae,Eleoscytalopus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
emberiza_citrinella_b12240,PASSERIFORMES_Emberizidae_Emberiza_citrinella,PASSERIFORMES,Emberizidae,Emberiza,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_affinis_VZ184243,PASSERIFORMES_Tyrannidae_Empidonax_affinis,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_albigularis_L60923,PASSERIFORMES_Tyrannidae_Empidonax_albigularis,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_alnorum_A17507,PASSERIFORMES_Tyrannidae_Empidonax_alnorum,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_atriceps_L28310,PASSERIFORMES_Tyrannidae_Empidonax_atriceps,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_difficilis_A15581,PASSERIFORMES_Tyrannidae_Empidonax_difficilis,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_flavescens_L46480,PASSERIFORMES_Tyrannidae_Empidonax_flavescens,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_flaviventris_L46790,PASSERIFORMES_Tyrannidae_Empidonax_flaviventris,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_fulvifrons_W112498,PASSERIFORMES_Tyrannidae_Empidonax_fulvifrons,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_hammondii_L47262,PASSERIFORMES_Tyrannidae_Empidonax_hammondii,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_minimus_A17530,PASSERIFORMES_Tyrannidae_Empidonax_minimus,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_oberholseri_L48075,PASSERIFORMES_Tyrannidae_Empidonax_oberholseri,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_occidentalis_W115396,PASSERIFORMES_Tyrannidae_Empidonax_occidentalis,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_traillii_LSU141724,PASSERIFORMES_Tyrannidae_Empidonax_traillii,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_virescens_LSUMZ23595,PASSERIFORMES_Tyrannidae_Empidonax_virescens,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonax_wrightii_L64538,PASSERIFORMES_Tyrannidae_Empidonax_wrightii,PASSERIFORMES,Tyrannidae,Empidonax,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonomus_aurantioatrocristatus_SP90097,PASSERIFORMES_Tyrannidae_Griseotyrannus_aurantioatrocristatus,PASSERIFORMES,Tyrannidae,Griseotyrannus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Empidonomus_varius_SP86338,PASSERIFORMES_Tyrannidae_Empidonomus_varius,PASSERIFORMES,Tyrannidae,Empidonomus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
